OBJECTID,tmk,tmk_txt,cty_tmk,majorowner,bigstowner,taxacres,landvalue,landexempt,bldgvalue,bldgexempt,pittcode,homeowner,gisacres,nhoodcode,qpub_link,ORIG_FID,x,y,lost,property_class
116,313030055,313030055,13030055,other,other,1,18000,0,0,0,500,N,1.0219134,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300550000,29746,-154.8997477,19.47091966,N,AGRICULTURAL
117,313046080,313046080,13046080,other,other,1,22500,0,0,0,500,N,1.00491747,1322-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130460800000,29747,-154.8881643,19.47129605,N,AGRICULTURAL
118,313019017,313019017,13019017,other,other,1,15000,0,150300,0,500,N,1.03329726,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130190170000,29748,-154.9153194,19.46027363,N,HOMEOWNER
119,313019018,313019018,13019018,other,other,1,15000,0,0,0,500,N,1.0054396,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130190180000,29749,-154.9153469,19.45999494,N,AGRICULTURAL
120,313019019,313019019,13019019,other,other,1,15000,0,155100,114000,500,Y,1.00458905,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130190190000,29750,-154.9153708,19.4597194,N,HOMEOWNER
121,313019020,313019020,13019020,other,other,1,15000,0,0,0,500,N,1.00438974,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130190200000,29751,-154.9153968,19.45944438,N,AGRICULTURAL
122,313019021,313019021,13019021,other,other,1,13800,0,60400,54800,500,Y,0.99197933,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130190210000,29752,-154.91542,19.45917114,N,HOMEOWNER
123,313019022,313019022,13019022,other,other,1,15000,0,0,0,500,N,1.01330299,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130190220000,29753,-154.9154438,19.45889672,N,AGRICULTURAL
124,313046033,313046033,13046033,other,other,1.024,22800,6400,97700,97700,500,Y,1.03770215,1322-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130460330000,29754,-154.8830286,19.47348184,N,HOMEOWNER
125,313046034,313046034,13046034,other,other,1.025,22800,0,194900,123500,500,Y,1.02470932,1322-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130460340000,29755,-154.8826286,19.47361075,Y,HOMEOWNER
126,313031065,313031065,13031065,other,other,1,18000,0,0,0,500,N,0.99295867,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130310650000,29756,-154.9023712,19.47139514,N,AGRICULTURAL
127,313035031,313035031,13035031,other,other,1,15000,0,0,0,500,N,1.01190184,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130350310000,29757,-154.9118243,19.47042555,N,AGRICULTURAL
128,313035032,313035032,13035032,other,other,1,15000,0,0,0,500,N,1.00947034,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130350320000,29758,-154.9118467,19.47015024,N,AGRICULTURAL
129,313035033,313035033,13035033,other,other,1,15000,0,0,0,500,N,1.02677153,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130350330000,29759,-154.9118704,19.46987302,N,AGRICULTURAL
130,313037031,313037031,13037031,other,other,1,13900,0,233100,149400,500,Y,1.00262907,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130370310000,29760,-154.9173805,19.4674905,N,HOMEOWNER
131,313037032,313037032,13037032,other,other,1,15000,0,112200,0,500,N,1.0169661,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130370320000,29761,-154.9174033,19.46721381,N,AGRICULTURAL
132,313037033,313037033,13037033,other,other,1,15000,0,0,0,500,N,1.01076644,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130370330000,29762,-154.9174259,19.4669362,N,AGRICULTURAL
133,313039038,313039038,13039038,other,other,1,15000,0,0,0,500,N,1.00610001,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130390380000,29763,-154.9238711,19.46856798,N,AGRICULTURAL
134,313039039,313039039,13039039,other,other,1,13900,0,140800,70900,500,Y,1.006775,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130390390000,29764,-154.9238472,19.4688424,N,HOMEOWNER
135,313039040,313039040,13039040,other,other,1,13900,13900,74800,74800,500,Y,1.04059395,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130390400000,29765,-154.9238248,19.46912159,N,HOMEOWNER
136,313030004,313030004,13030004,other,other,1,16600,0,204100,134100,500,Y,1.02424924,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300040000,29766,-154.8983919,19.47193266,Y,HOMEOWNER
137,313030005,313030005,13030005,other,other,1,18000,0,0,0,500,N,1.00124958,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300050000,29767,-154.898415,19.47165641,N,AGRICULTURAL
138,313030006,313030006,13030006,other,other,1,18000,0,0,0,500,N,1.00095542,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300060000,29768,-154.8984362,19.47138326,N,AGRICULTURAL
139,313030007,313030007,13030007,other,other,1,18000,0,0,0,500,N,1.02287694,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300070000,29769,-154.8984586,19.47110722,N,AGRICULTURAL
140,313030008,313030008,13030008,other,other,1,18000,0,0,0,500,N,1.01999066,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130300080000,29770,-154.8984816,19.47082851,N,AGRICULTURAL
141,313036073,313036073,13036073,other,other,1,15000,0,0,0,500,N,1.01183021,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360730000,29771,-154.9155707,19.47265062,N,AGRICULTURAL
142,313036074,313036074,13036074,other,other,1,13900,0,179700,118700,500,Y,1.00450746,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360740000,29772,-154.9155476,19.47292619,N,HOMEOWNER
143,313036075,313036075,13036075,other,other,1,15000,0,0,0,500,N,1.01857121,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360750000,29773,-154.9155241,19.47320273,N,AGRICULTURAL
144,313036076,313036076,13036076,other,other,1,15000,0,0,0,500,N,1.00818247,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360760000,29774,-154.9155,19.47347949,N,AGRICULTURAL
145,313036077,313036077,13036077,other,other,2,18000,0,280200,209600,500,Y,2.0169696,1321B-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130360770000,29775,-154.9154668,19.47389274,N,HOMEOWNER
146,313012041,313012041,13012041,other,other,1,18000,0,0,0,500,N,1.02445646,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120410000,29776,-154.9350626,19.46146264,N,AGRICULTURAL
147,313012042,313012042,13012042,other,other,1,18000,0,123800,0,500,N,1.02795873,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120420000,29777,-154.9350319,19.46174212,N,AGRICULTURAL
148,313012043,313012043,13012043,other,other,1,18000,0,0,0,500,N,0.9823822,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130120430000,29778,-154.9350151,19.46201728,N,AGRICULTURAL
149,313014040,313014040,13014040,other,other,1,15700,0,228200,148800,500,Y,0.99265946,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130140400000,29779,-154.9299152,19.45913531,N,HOMEOWNER
150,313014041,313014041,13014041,other,other,2,15500,0,291300,141400,500,N,2.02304443,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130140410000,29780,-154.9298814,19.45954773,N,AGRICULTURAL
151,313014043,313014043,13014043,other,other,1,15700,0,107100,64600,500,Y,1.00861654,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130140430000,29781,-154.9298477,19.45996239,N,HOMEOWNER
152,313014044,313014044,13014044,other,other,1,18000,0,0,0,500,N,1.00186454,1321C-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130140440000,29782,-154.9298265,19.46023745,N,AGRICULTURAL
153,313028025,313028025,13028025,other,other,1,18000,0,0,0,500,N,1.00036117,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280250000,29783,-154.8961784,19.46674195,N,AGRICULTURAL
154,313028026,313028026,13028026,other,other,1,18000,0,0,0,500,N,1.01715368,1321-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130280260000,29784,-154.896359,19.46652346,N,AGRICULTURAL
155,312009043,312009043,12009043,Govt. State,Govt. State,125,288800,288800,0,0,500,N,150.3832945,L1000-2,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120090430000,36114,-154.9201908,19.40892224,N,AGRICULTURAL
156,312009003,312009003,12009003,Govt. State,Govt. State,903,873400,873400,0,0,500,N,796.5430175,L1000-2,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120090030000,36159,-154.9399199,19.41697038,N,AGRICULTURAL
157,313001064,313001064,13001064,other,other,23.614,65500,2000,58800,12900,500,N,24.50301777,1352-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010640000,36599,-154.9566247,19.44305939,N,AGRICULTURAL
158,312010001,312010001,12010001,E.C. Olson,other,1930,1705300,0,0,0,500,N,1945.711573,L1000-2,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120100010000,36671,-154.9654876,19.43804667,N,AGRICULTURAL
159,313009002,313009002,13009002,Kamehameha Schools,Kamehameha Schools,157.72,284000,0,0,0,500,N,157.7737115,L1000-3,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130090020000,36969,-154.948615,19.4554012,N,AGRICULTURAL
160,313001065,313001065,13001065,other,other,25.054,122300,74700,37200,37200,500,Y,24.39006531,1352-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010650000,36994,-154.9548552,19.4435066,N,HOMEOWNER
161,313001066,313001066,13001066,other,other,23.962,120500,0,0,0,500,N,24.29244656,1352-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010660000,36995,-154.9542674,19.44486854,N,AGRICULTURAL
162,313001067,313001067,13001067,other,other,23.06,92800,92800,4000,4000,500,Y,23.62086187,1352-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010670000,36996,-154.9532713,19.44590354,N,HOMEOWNER
163,313001068,313001068,13001068,other,other,23.354,128600,95200,38100,38100,500,Y,23.5316619,1352-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010680000,36997,-154.9520247,19.44687426,N,HOMEOWNER
164,313001071,313001071,13001071,other,other,1.373,14200,14200,0,0,500,N,2.52733954,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010710000,36998,-154.9518584,19.4283628,N,AGRICULTURAL
165,312009004,312009004,12009004,Govt. State,Govt. State,265.382,753900,753900,0,0,600,N,264.462813,L1000-2,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120090040000,37150,-154.9513867,19.41700237,N,CONSERVATION
166,312007045,312007045,12007045,other,other,35.02,118200,0,0,0,500,N,39.81463527,1231-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120070450000,37323,-154.9556236,19.41487707,N,AGRICULTURAL
167,313001002,313001002,13001002,other,other,12.2,151900,0,0,0,500,N,10.23830737,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010020000,37360,-154.9523523,19.42719661,N,AGRICULTURAL
168,315001003,315001003,15001003,Le Cheval Rogue,other,1128.774,1312600,0,0,0,500,N,1132.125165,L1000-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=150010030000,37384,-154.9572379,19.47720075,N,AGRICULTURAL
169,313001089,313001089,13001089,other,other,20,114200,0,124200,87700,500,Y,19.62303301,1352-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010890000,37404,-154.9521627,19.43861032,N,HOMEOWNER
170,313009027,313009027,13009027,other,other,83.714,165900,0,0,0,500,N,81.05123235,1390-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130090270000,37516,-154.9527709,19.45888477,N,AGRICULTURAL
171,313001007,313001007,13001007,Sanfords Service Center,other,441.366,429600,0,0,0,999,N,436.8717484,L1000-3,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130010070000,37621,-154.9535403,19.4347887,N,''
172,313004020,313004020,13004020,Govt. State,Govt. State,0.606,34300,34300,0,0,600,N,0.60248103,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040200000,37658,-154.8804915,19.42537702,N,CONSERVATION
173,313004022,313004022,13004022,other,other,0.2039,9800,0,0,0,600,N,0.18810916,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040220000,37659,-154.882754,19.42497544,N,CONSERVATION
174,313004023,313004023,13004023,other,other,0.2052,9900,0,0,0,600,N,0.19258517,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040230000,37660,-154.8826262,19.4250899,N,CONSERVATION
175,312040018,312040018,12040018,other,other,0.1722,24900,0,0,0,500,N,0.17328683,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120400180000,37661,-154.9285937,19.41285707,N,AGRICULTURAL
176,312040019,312040019,12040019,other,other,0.1722,24900,0,0,0,500,N,0.17174897,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120400190000,37662,-154.9284496,19.41295074,N,AGRICULTURAL
177,312040020,312040020,12040020,other,other,0.1722,24900,0,20600,0,500,N,0.16995929,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120400200000,37663,-154.9283076,19.41304455,N,AGRICULTURAL
178,313003048,313003048,13003048,other,other,10.894,147200,0,0,0,500,N,10.71542648,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030480000,37668,-154.9077427,19.43857572,N,AGRICULTURAL
179,313003049,313003049,13003049,other,other,11.341,93100,79300,49200,49200,500,Y,11.97128813,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030490000,37669,-154.9086143,19.4356929,N,HOMEOWNER
180,313010001,313010001,13010001,other,other,5.064,101300,0,479000,0,500,N,5.5333,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100010000,37682,-154.9379418,19.4332282,N,AGRICULTURAL
181,313010002,313010002,13010002,other,other,5.589,111800,0,481000,0,500,N,5.11433937,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100020000,37683,-154.9364851,19.43208185,N,AGRICULTURAL
182,313010003,313010003,13010003,other,other,5,61500,0,248800,0,500,N,5.44344906,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100030000,37684,-154.9373297,19.43401043,N,AGRICULTURAL
183,313010004,313010004,13010004,other,other,2.5,18800,0,214600,126700,500,Y,2.23110551,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100040000,37685,-154.9359879,19.43271389,N,HOMEOWNER
184,313010005,313010005,13010005,other,other,4,11500,0,72800,0,500,N,4.40848691,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100050000,37686,-154.9367674,19.43470076,N,AGRICULTURAL
185,313010006,313010006,13010006,other,other,4,11800,0,174900,0,500,N,3.65155714,1363-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130100060000,37687,-154.9352666,19.43358826,N,AGRICULTURAL
186,312041001,312041001,12041001,other,other,0.2097,20500,20500,59700,59700,500,Y,0.19790788,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410010000,37693,-154.9248668,19.4152759,N,HOMEOWNER
187,312041002,312041002,12041002,other,other,0.1865,25400,0,0,0,500,N,0.18539775,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410020000,37694,-154.9250231,19.41516339,N,AGRICULTURAL
188,312041003,312041003,12041003,other,other,0.1722,18700,0,0,0,500,N,0.17016838,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410030000,37695,-154.9251731,19.41506782,N,AGRICULTURAL
189,312041004,312041004,12041004,other,other,0.1722,24900,0,0,0,500,N,0.17397443,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410040000,37696,-154.9253183,19.4149752,N,AGRICULTURAL
190,312041005,312041005,12041005,other,other,0.2009,22300,22300,1300,1300,500,Y,0.19816591,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410050000,37697,-154.9254752,19.41487509,N,HOMEOWNER
191,312041006,312041006,12041006,other,other,0.1722,24900,0,0,0,500,N,0.17187382,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410060000,37698,-154.9256311,19.41477532,N,AGRICULTURAL
192,312041007,312041007,12041007,other,other,0.1722,24900,0,0,0,500,N,0.17106206,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410070000,37699,-154.9257755,19.41468279,N,AGRICULTURAL
193,312041008,312041008,12041008,other,other,0.1722,24900,0,235600,0,500,N,0.1696876,1234-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=120410080000,37700,-154.9259197,19.41459187,N,AGRICULTURAL
194,313004025,313004025,13004025,other,other,0.1899,9100,0,0,0,600,N,0.18747998,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040250000,37702,-154.8822563,19.42507525,N,CONSERVATION
195,313004026,313004026,13004026,other,other,0.2022,11500,0,0,0,600,N,0.20864912,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040260000,37703,-154.8821133,19.42514927,N,CONSERVATION
196,313004027,313004027,13004027,other,other,0.1768,10000,0,0,0,600,N,0.17912755,1331-6,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130040270000,37704,-154.8822923,19.4253532,N,CONSERVATION
197,313002100,313002100,13002100,other,other,3.244,84500,0,132700,83400,500,N,3.43200536,1323-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130021000000,37705,-154.8880065,19.42261916,N,AGRICULTURAL
198,313003053,313003053,13003053,other,other,10,46100,0,0,0,500,N,10.25119312,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030530000,37717,-154.900973,19.43953939,N,AGRICULTURAL
199,313003054,313003054,13003054,other,other,10.607,146200,0,0,0,500,N,10.55537197,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030540000,37718,-154.9016171,19.43732165,N,AGRICULTURAL
200,313003055,313003055,13003055,other,other,10,144000,0,0,0,500,N,10.13303986,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030550000,37719,-154.8998665,19.4385922,N,AGRICULTURAL
201,313003056,313003056,13003056,other,other,5.084,91000,0,0,0,500,N,4.84989864,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030560000,37720,-154.8817109,19.42942341,N,AGRICULTURAL
202,313002062,313002062,13002062,other,other,22.689,189100,0,0,0,500,N,20.2964573,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130020620000,37721,-154.9246395,19.42920837,N,AGRICULTURAL
203,313007006,313007006,13007006,Govt. State,Govt. State,1257.563,570100,570100,0,0,600,N,1278.099452,L1000-3,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130070060000,37722,-154.8763824,19.44664331,N,CONSERVATION
204,313003029,313003029,13003029,other,other,5,90000,0,269400,111900,500,Y,4.97245669,1364-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030290000,37723,-154.8902133,19.43720281,N,AGRICULTURAL
205,313003030,313003030,13003030,other,other,10,144000,0,0,0,500,N,9.7613729,1362-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130030300000,37724,-154.8894889,19.43672046,N,AGRICULTURAL
206,313006011,313006011,13006011,other,other,1,28700,0,0,0,500,N,1.17232673,1353-5,http://qpublic9.qpublic.net/hi_hawaii_display.php?county=hi_hawaii&KEY=130060110000,37725,-154.9156394,19.43976649,N,AGRICULTURAL
